Sex,Single,Unemployed,Age,Credit,LoanDuration,PurposeOfLoan,InstallmentRate,Housing,Label,Prediction,BinaryPrediction
1.0,1,0,47,958,12,6,2,1.0,1,0.97494155,1
1.0,1,0,34,1591,21,4,4,1.0,1,0.72754574,1
0.0,0,0,25,2762,12,4,1,1.0,0,0.76517534,1
1.0,0,0,21,2779,18,10,1,2.0,1,0.9383466,1
1.0,1,0,29,2743,28,3,4,1.0,1,0.79217196,1
1.0,1,0,46,1149,18,3,4,1.0,1,0.90304625,1
1.0,1,0,20,1313,9,4,1,1.0,1,0.9013856,1
0.0,0,1,55,1190,18,8,2,3.0,0,0.95791537,1
1.0,1,0,74,3448,5,1,1,1.0,1,0.9681979,1
1.0,1,0,29,11328,24,7,2,1.0,0,0.11454802,0
1.0,1,1,36,1872,6,4,4,3.0,1,0.65392435,1
1.0,0,0,33,2058,24,8,4,1.0,1,0.5908216,1
1.0,1,0,25,2136,9,4,3,1.0,1,0.8294696,1
1.0,0,0,25,1484,12,3,2,1.0,0,0.74941874,1
1.0,0,0,23,660,6,8,2,2.0,1,0.81236994,1
0.0,0,0,37,1287,24,6,4,1.0,1,0.4971293,0
1.0,1,1,65,3394,42,8,4,1.0,1,0.6565856,1
0.0,0,0,26,609,12,1,4,1.0,0,0.8576537,1
1.0,1,0,39,1884,12,6,4,1.0,1,0.5704933,1
0.0,0,0,30,1620,12,4,2,1.0,1,0.7629395,1
1.0,1,0,29,2629,20,7,2,1.0,1,0.90573436,1
1.0,1,0,41,719,12,2,4,1.0,0,0.9526223,1
0.0,0,0,30,5096,48,4,2,1.0,0,0.6032335,1
0.0,0,0,41,1244,9,2,4,2.0,1,0.7025951,1
0.0,0,0,34,1842,36,6,4,1.0,0,0.25707677,0
1.0,1,0,35,2576,7,3,2,1.0,1,0.96366495,1
0.0,0,0,55,1424,12,4,3,1.0,1,0.9623196,1
1.0,0,0,61,1512,15,8,3,1.0,0,0.84876835,1
1.0,1,0,30,11054,36,10,4,1.0,1,0.6022033,1
0.0,0,0,29,518,6,3,3,1.0,1,0.8767873,1
1.0,1,0,34,2759,12,4,2,1.0,1,0.85250497,1
1.0,1,0,35,2670,24,10,4,1.0,1,0.899824,1
1.0,1,0,31,4817,24,6,2,1.0,0,0.7425247,1
0.0,0,0,29,2679,24,10,4,1.0,1,0.8503931,1
1.0,1,0,36,3905,11,6,2,2.0,1,0.78916484,1
1.0,1,0,35,3386,12,10,3,3.0,0,0.68544704,1
0.0,0,0,27,343,6,5,4,1.0,1,0.67655605,1
1.0,1,0,32,4594,18,3,3,1.0,1,0.8721271,1
1.0,1,0,37,3620,36,4,1,1.0,1,0.8267614,1
1.0,1,0,36,1721,15,6,2,1.0,1,0.8881309,1
0.0,0,0,34,3017,12,4,3,2.0,1,0.7027649,1
1.0,1,0,38,754,12,9,4,1.0,1,0.71850723,1
1.0,1,0,34,1950,18,1,4,1.0,1,0.8595876,1
1.0,1,0,63,2924,24,10,3,1.0,1,0.9750211,1
0.0,0,0,29,1659,24,3,4,2.0,0,0.3723969,0
1.0,1,0,32,7238,48,3,3,1.0,1,0.80660236,1
0.0,0,0,26,2764,33,1,2,1.0,1,0.6536412,1
1.0,1,0,35,4679,24,10,3,1.0,1,0.9560013,1
1.0,0,0,22,3092,24,3,3,2.0,0,0.41927478,0
0.0,0,0,23,448,6,2,4,1.0,0,0.7286665,1
1.0,1,0,28,654,9,6,4,1.0,0,0.57134646,1
1.0,1,1,36,1238,6,9,4,1.0,1,0.64018136,1
1.0,0,0,33,1245,18,3,4,1.0,0,0.72490734,1
0.0,0,0,26,3114,18,4,1,2.0,0,0.670768,1
1.0,1,0,24,2569,39,10,4,1.0,1,0.80298144,1
1.0,1,0,25,5152,24,3,4,1.0,1,0.80857694,1
1.0,1,0,39,1037,12,1,3,1.0,1,0.9725397,1
1.0,1,0,44,1478,15,4,4,1.0,1,0.8146862,1
0.0,0,0,23,3573,12,3,1,1.0,1,0.7292394,1
1.0,1,0,26,1201,24,6,4,1.0,1,0.5223828,1
0.0,0,0,57,3622,30,4,4,2.0,1,0.80353814,1
0.0,0,0,30,960,15,4,3,1.0,1,0.65193796,1
1.0,1,0,44,1163,12,6,4,1.0,1,0.57656527,1
1.0,1,1,47,1209,6,6,4,1.0,0,0.44439682,0
1.0,1,0,52,3077,12,3,2,1.0,1,0.95188594,1
0.0,0,0,62,3757,24,6,4,3.0,1,0.8720089,1
1.0,1,0,35,1418,10,6,3,2.0,1,0.72565055,1
1.0,1,0,26,3518,6,6,2,2.0,1,0.7843635,1
1.0,1,0,26,1934,12,3,2,1.0,1,0.85065585,1
0.0,0,0,42,8318,27,1,2,3.0,0,0.010929278,0
0.0,0,0,27,1237,6,3,1,1.0,1,0.94265825,1
1.0,1,0,38,368,6,3,4,1.0,1,0.96269786,1
1.0,1,0,39,2122,12,6,3,2.0,1,0.73595726,1
1.0,0,0,20,2996,24,4,2,1.0,0,0.46438026,0
1.0,1,0,29,9034,36,4,4,2.0,0,0.49727622,0
1.0,1,0,40,1585,24,4,4,1.0,1,0.65976447,1
1.0,0,0,32,1301,18,3,4,1.0,1,0.7245224,1
1.0,0,0,28,1323,6,6,2,1.0,1,0.81990516,1
0.0,0,0,27,3123,24,6,4,1.0,0,0.400018,0
1.0,1,0,42,5493,36,10,2,3.0,1,0.77225274,1
1.0,0,0,49,1126,9,3,2,1.0,1,0.97225505,1
1.0,1,0,38,1216,24,3,4,1.0,0,0.81396806,1
0.0,0,0,24,1207,24,6,4,2.0,0,0.14692733,0
1.0,1,0,27,1309,10,6,4,1.0,0,0.62319404,1
1.0,1,0,36,2360,15,10,2,1.0,1,0.99623,1
1.0,1,1,34,6850,15,6,1,1.0,0,0.9588695,1
1.0,0,0,28,1413,24,3,4,1.0,1,0.6530617,1
1.0,1,0,45,8588,39,10,4,1.0,1,0.82674086,1
1.0,1,0,26,759,12,6,4,1.0,0,0.58180773,1
1.0,1,0,32,4686,36,10,2,3.0,1,0.6880978,1
1.0,1,0,26,2687,15,1,2,2.0,1,0.60849035,1
1.0,0,0,20,585,12,3,4,2.0,1,0.56011105,1
1.0,1,0,54,2255,24,6,4,1.0,1,0.6079238,1
0.0,0,0,37,609,6,6,4,1.0,1,0.78031135,1
1.0,1,0,40,1361,6,6,2,1.0,1,0.96775186,1
0.0,0,0,23,7127,36,4,2,2.0,0,0.43041232,0
1.0,1,0,43,1203,6,6,3,1.0,1,0.86315006,1
1.0,1,0,36,700,6,3,4,3.0,1,0.9475837,1
1.0,1,0,44,5507,24,8,3,3.0,1,0.42918226,0
0.0,0,0,24,3190,18,3,2,1.0,0,0.62379026,1
1.0,1,0,53,7119,48,4,3,3.0,0,0.6288068,1
0.0,0,0,23,3488,24,10,3,1.0,1,0.92330426,1
0.0,0,0,26,1113,18,3,4,1.0,1,0.70236534,1
1.0,1,0,30,7966,26,10,2,1.0,1,0.8265254,1
0.0,0,0,31,1532,15,2,4,1.0,1,0.66773516,1
1.0,1,0,42,1503,4,3,2,1.0,1,0.9896282,1
1.0,0,0,31,2302,36,3,4,2.0,0,0.3028448,0
1.0,1,0,41,662,6,6,3,1.0,1,0.83843315,1
1.0,1,0,32,2273,36,2,3,1.0,1,0.7139125,1
0.0,0,0,28,2631,15,6,2,2.0,0,0.57417226,1
1.0,0,0,41,1503,12,10,4,2.0,1,0.7574746,1
1.0,0,0,26,1311,24,3,4,1.0,1,0.63539577,1
1.0,1,0,25,3105,24,3,4,1.0,1,0.78969127,1
1.0,0,0,33,2319,21,2,2,2.0,0,0.6822988,1
0.0,0,1,75,1374,6,6,4,1.0,1,0.9318119,1
0.0,0,0,37,3612,18,4,3,1.0,1,0.7773899,1
1.0,1,0,42,7763,48,6,4,3.0,0,0.2603464,0
0.0,0,0,45,3049,18,4,1,1.0,1,0.8873032,1
1.0,0,0,23,1534,12,3,1,2.0,0,0.8852687,1
1.0,1,0,60,2032,24,6,4,3.0,1,0.8759229,1
1.0,1,0,31,6350,30,4,4,1.0,0,0.77154154,1
1.0,1,0,34,2864,18,4,2,1.0,0,0.76930916,1
1.0,1,0,61,1255,12,6,4,1.0,1,0.91054416,1
1.0,1,1,43,1333,24,6,4,3.0,0,0.2585683,0
0.0,0,0,37,2022,24,6,4,1.0,1,0.5290395,1
1.0,1,0,32,1552,24,3,3,1.0,1,0.73903126,1
0.0,0,0,24,626,12,3,4,1.0,0,0.7032933,1
1.0,1,0,35,8858,48,10,2,3.0,1,0.5242593,1
0.0,0,0,23,996,12,8,4,1.0,1,0.60663474,1
1.0,1,0,45,1750,6,3,2,1.0,1,0.98821896,1
1.0,0,0,34,6999,48,3,1,1.0,0,0.77265495,1
1.0,1,0,27,1995,12,6,4,1.0,1,0.65321666,1
0.0,0,0,67,1199,9,2,4,1.0,1,0.9752138,1
1.0,1,0,22,1331,12,3,2,1.0,0,0.80857766,1
0.0,0,0,28,2278,18,6,3,1.0,0,0.5885795,1
0.0,0,0,29,5003,21,6,1,1.0,0,0.7597498,1
1.0,1,0,27,3552,24,4,3,1.0,0,0.66655946,1
1.0,1,0,31,1928,18,4,2,1.0,0,0.73685986,1
1.0,1,0,49,2964,24,10,4,3.0,1,0.6040453,1
1.0,1,0,24,1546,24,3,4,2.0,0,0.59225816,1
0.0,0,0,29,683,6,3,2,1.0,1,0.93316996,1
1.0,1,0,37,12389,36,6,1,3.0,0,0.2524995,0
1.0,1,0,37,4712,24,1,4,1.0,1,0.5693377,1
0.0,0,0,23,1553,24,3,3,2.0,1,0.44691482,0
1.0,0,0,36,1372,12,6,2,1.0,0,0.790262,1
1.0,1,0,34,2578,24,3,2,1.0,1,0.7422125,1
1.0,1,0,41,3979,48,3,4,1.0,1,0.80771077,1
0.0,0,0,31,6758,48,3,3,1.0,0,0.7565507,1
0.0,0,0,23,3234,24,4,4,2.0,0,0.42696503,0
1.0,1,0,38,5954,30,3,3,1.0,1,0.78559756,1
0.0,0,1,26,5433,24,10,2,2.0,1,0.9198726,1
0.0,0,0,22,806,15,1,4,1.0,1,0.854385,1
1.0,1,0,27,1082,9,3,4,1.0,1,0.8886484,1
0.0,0,0,24,2788,15,4,2,1.0,1,0.5797051,1
0.0,0,0,27,2930,12,3,2,1.0,1,0.748712,1
0.0,0,0,33,1927,24,2,3,1.0,1,0.6639638,1
1.0,0,0,27,2820,36,6,4,1.0,0,0.4351901,0
1.0,0,0,27,937,24,9,4,1.0,1,0.6627177,1
1.0,1,0,30,1056,18,6,3,1.0,0,0.5608456,1
1.0,1,0,49,3124,12,6,1,1.0,1,0.9945612,1
0.0,0,0,26,1388,9,4,4,2.0,1,0.5830659,1
1.0,1,0,33,2384,36,8,4,2.0,0,0.3083763,0
0.0,0,0,52,2133,12,6,4,3.0,1,0.92164344,1
0.0,0,0,20,2039,18,4,1,2.0,0,0.6912289,1
1.0,1,0,36,2799,9,6,2,2.0,1,0.88478076,1
1.0,1,0,21,1289,12,4,4,1.0,1,0.85177803,1
1.0,0,0,47,1217,18,5,4,1.0,0,0.6454329,1
1.0,1,0,60,2246,12,4,3,1.0,0,0.97509205,1
0.0,0,0,58,385,12,3,4,1.0,1,0.96978927,1
0.0,0,0,42,1965,24,6,4,2.0,1,0.5129769,1
0.0,0,0,36,1572,21,1,4,1.0,1,0.6741832,1
0.0,0,0,20,2718,24,6,3,2.0,0,0.1396224,0
1.0,1,0,40,1358,24,7,4,1.0,0,0.46447948,0
0.0,0,0,32,931,6,6,1,1.0,0,0.97247666,1
0.0,0,0,23,1442,24,6,4,2.0,0,0.14838259,0
1.0,1,0,36,4241,24,1,1,1.0,0,0.6243928,1
1.0,1,0,31,2775,18,6,2,1.0,0,0.8496118,1
1.0,1,0,32,3863,24,1,1,3.0,1,0.5301682,1
0.0,0,0,45,2329,7,3,1,1.0,1,0.9463706,1
0.0,0,0,30,918,9,4,4,1.0,0,0.7524115,1
0.0,0,0,34,1837,24,2,4,3.0,0,0.047352094,0
0.0,0,0,28,3349,36,4,4,1.0,0,0.63469553,1
0.0,0,0,23,1275,10,4,4,1.0,1,0.7459117,1
1.0,1,0,22,2828,24,4,4,1.0,1,0.7637803,1
1.0,1,0,74,4526,24,1,3,1.0,1,0.03967568,0
0.0,0,0,50,2671,36,3,4,3.0,0,0.13783994,0
1.0,1,0,33,2051,18,3,4,1.0,1,0.8769299,1
1.0,1,0,45,1300,15,10,4,3.0,1,0.6796151,1
0.0,0,1,22,741,12,5,4,1.0,0,0.12100468,0
0.0,0,0,48,1240,10,6,1,3.0,0,0.75937223,1
0.0,0,0,29,3357,21,3,4,1.0,1,0.7308802,1
0.0,0,0,22,3632,24,10,1,2.0,1,0.9067738,1
0.0,0,0,22,1808,18,4,4,1.0,0,0.6968605,1
1.0,1,0,48,12204,48,1,2,1.0,1,0.6210841,1
1.0,1,0,27,9157,60,3,2,3.0,1,0.8384488,1
1.0,1,0,37,3676,6,6,1,2.0,1,0.89691323,1
0.0,0,0,21,3441,30,4,2,2.0,0,0.27543226,0
1.0,0,0,49,640,12,6,4,1.0,1,0.68880004,1
1.0,1,0,27,3652,21,1,2,1.0,1,0.74786955,1
1.0,1,0,32,1530,18,6,3,1.0,0,0.58059615,1
1.0,0,0,38,3914,48,1,4,1.0,0,0.042300817,0
0.0,0,0,22,1858,12,4,4,2.0,1,0.48847815,0
1.0,1,0,65,2600,18,3,4,3.0,0,0.31628925,0
1.0,1,0,35,1979,15,3,4,1.0,1,0.889365,1
1.0,1,0,41,2116,6,4,2,1.0,1,0.96716267,1
1.0,1,0,29,1437,9,6,2,1.0,0,0.86106855,1
1.0,1,0,36,4042,42,4,4,1.0,1,0.6895108,1
1.0,1,0,64,3832,9,2,1,1.0,1,0.9652028,1
0.0,0,0,28,3660,24,3,2,1.0,1,0.5745079,1
1.0,1,0,44,1553,18,4,4,1.0,0,0.74591887,1
1.0,1,0,23,1444,15,3,4,1.0,1,0.83967173,1
0.0,0,0,19,1980,9,4,2,2.0,0,0.52229565,1
0.0,0,0,25,1355,24,6,3,1.0,0,0.43720058,0
1.0,1,0,47,1393,12,2,4,1.0,1,0.97079915,1
0.0,0,0,28,1376,24,3,4,1.0,1,0.668763,1
1.0,1,0,21,15653,60,3,2,1.0,1,0.6458077,1
0.0,0,0,34,1493,12,3,4,1.0,1,0.76499534,1
1.0,1,0,26,4370,42,3,3,1.0,0,0.64182544,1
0.0,0,1,27,750,18,2,4,1.0,0,0.1049547,0
1.0,1,0,38,1308,15,8,4,1.0,1,0.6045192,1
1.0,1,0,40,4623,15,2,3,1.0,0,0.6816302,1
1.0,0,0,33,1851,24,3,4,1.0,1,0.68222755,1
1.0,0,0,32,1880,18,3,4,1.0,1,0.7394465,1
1.0,1,0,27,7980,36,1,4,2.0,0,0.018473087,0
1.0,0,0,32,4583,30,4,2,1.0,1,0.5754414,1
0.0,0,0,26,1386,12,6,2,1.0,0,0.8203255,1
1.0,1,0,38,947,24,6,4,3.0,0,0.21670128,0
1.0,1,0,40,684,12,2,4,2.0,0,0.94723016,1
1.0,1,0,50,7476,48,2,4,3.0,1,0.004641566,0
1.0,1,0,37,1922,12,4,4,1.0,0,0.8314643,1
1.0,1,0,45,2303,24,6,4,1.0,0,0.4803546,0
1.0,1,0,42,8086,36,6,2,1.0,0,0.5664275,1
1.0,1,0,35,2346,24,10,4,1.0,1,0.89117897,1
1.0,1,1,22,3973,14,6,1,3.0,1,0.97516406,1
1.0,1,0,41,888,12,6,4,1.0,0,0.5045246,1
1.0,1,0,37,10222,48,3,4,1.0,1,0.8268884,1
0.0,0,0,28,4221,30,1,2,1.0,1,0.6034669,1
1.0,1,0,41,6361,18,4,2,1.0,1,0.6909617,1
1.0,0,0,23,1297,12,3,3,2.0,1,0.609982,1
1.0,0,0,23,900,12,6,4,1.0,0,0.47562864,0
1.0,1,0,50,2241,21,4,4,1.0,1,0.7947663,1
1.0,1,1,35,1050,6,4,4,1.0,1,0.63299114,1
0.0,0,0,50,1047,6,2,2,1.0,1,0.9924951,1
1.0,1,1,27,6314,24,7,4,1.0,1,0.5964997,1
1.0,1,0,34,3496,30,4,4,1.0,1,0.7183434,1
0.0,0,0,27,3609,48,1,1,1.0,1,0.90153337,1
1.0,1,0,43,4843,12,6,3,2.0,0,0.71488595,1
1.0,1,0,47,3017,30,3,4,1.0,1,0.85141444,1
1.0,1,0,27,4139,24,1,3,1.0,1,0.65352994,1
1.0,1,0,31,5742,36,1,2,1.0,1,0.695104,1
1.0,1,0,42,10366,60,6,2,1.0,1,0.7457195,1
1.0,0,0,24,2080,6,6,1,1.0,1,0.9248502,1
1.0,1,0,41,2580,21,1,4,1.0,0,0.74710613,1
0.0,0,0,26,4530,30,3,4,2.0,1,0.37145975,0
1.0,1,0,33,5150,24,4,4,1.0,1,0.8365345,1
1.0,0,0,24,5595,72,3,2,1.0,0,0.84520453,1
1.0,1,0,64,2384,24,3,4,2.0,1,0.6736476,1
0.0,0,0,26,1453,18,3,3,1.0,1,0.7120202,1
0.0,0,0,56,1538,6,2,1,1.0,1,0.9911603,1
1.0,1,0,37,2279,12,3,4,3.0,1,0.7713991,1
1.0,0,0,33,1478,15,3,4,1.0,1,0.7519163,1
1.0,0,0,47,5103,24,3,3,3.0,1,0.73885316,1
1.0,1,0,31,9857,36,1,1,1.0,1,0.3485493,0
1.0,1,0,34,6527,60,6,4,3.0,1,0.3692821,0
1.0,1,0,27,1347,10,3,4,1.0,1,0.88718283,1
1.0,1,0,30,2862,36,6,4,3.0,1,0.117572084,0
1.0,1,0,35,2753,9,3,3,1.0,1,0.93670136,1
1.0,1,0,31,3651,12,6,1,1.0,1,0.9713627,1
1.0,0,0,25,975,15,4,2,1.0,1,0.5910593,1
0.0,0,0,25,2631,15,8,3,1.0,1,0.8427222,1
1.0,1,0,29,2896,24,3,2,1.0,1,0.72046405,1
1.0,1,0,44,4716,6,6,1,1.0,1,0.9841087,1
1.0,1,0,28,2284,24,3,4,1.0,1,0.8221256,1
1.0,1,0,50,1236,6,10,2,2.0,1,0.99391735,1
1.0,1,0,29,1103,12,3,4,1.0,1,0.87581474,1
0.0,0,1,38,926,12,6,1,1.0,1,0.98774284,1
1.0,1,0,24,1800,18,3,4,1.0,1,0.83555925,1
1.0,1,0,40,1905,15,2,4,2.0,1,0.8092873,1
0.0,0,0,29,1123,12,4,4,2.0,0,0.56874937,1
1.0,1,0,46,6331,48,10,4,3.0,0,0.21140894,0
0.0,0,0,47,1377,24,3,4,3.0,1,0.6936602,1
1.0,1,0,41,2503,30,1,4,1.0,1,0.6921192,1
0.0,0,0,32,2528,27,1,4,1.0,1,0.53062606,1
0.0,0,0,35,5324,15,6,1,3.0,1,0.49452165,0
1.0,1,0,24,6560,48,6,3,1.0,0,0.4844734,0
0.0,0,0,25,2969,12,4,4,2.0,0,0.49451238,0
0.0,0,0,25,1206,9,3,4,1.0,1,0.7267759,1
1.0,1,0,37,2118,9,3,2,1.0,1,0.957843,1
1.0,1,0,32,629,18,3,4,1.0,1,0.8331216,1
0.0,0,0,35,1198,6,2,4,3.0,0,0.25080344,0
1.0,1,0,46,2476,21,10,4,1.0,1,0.88320583,1
1.0,1,0,25,1138,9,3,4,1.0,1,0.88052005,1
1.0,1,0,27,14027,60,6,4,1.0,0,0.7441421,1
1.0,1,0,63,7596,30,10,1,1.0,1,0.99823016,1
1.0,1,0,40,3077,30,3,3,1.0,1,0.76345474,1
1.0,1,0,32,1505,18,3,4,3.0,1,0.66879797,1
1.0,1,0,31,3148,24,3,3,1.0,1,0.7882233,1
1.0,0,0,31,6148,20,10,3,1.0,1,0.93524635,1
1.0,1,0,34,1337,9,3,4,1.0,0,0.9135999,1
0.0,0,0,24,433,6,2,4,2.0,0,0.6985512,1
0.0,0,0,24,1228,12,6,4,1.0,0,0.5050823,1
0.0,0,0,66,790,9,3,4,1.0,1,0.99006915,1
0.0,0,0,21,2570,27,6,3,2.0,0,0.12629947,0
0.0,0,0,41,250,6,6,2,1.0,1,0.9410833,1
1.0,0,0,47,1316,15,3,2,1.0,1,0.9143065,1
0.0,0,0,25,1882,18,3,4,2.0,0,0.4181453,0
0.0,0,0,59,6416,48,1,4,2.0,0,0.00050029584,0
1.0,0,0,36,1275,24,1,2,1.0,1,0.7674056,1
1.0,1,0,33,6403,24,3,1,1.0,1,0.6727332,1
1.0,1,0,21,1987,24,3,2,2.0,0,0.5317746,1
0.0,0,0,44,760,8,3,4,1.0,1,0.9159258,1
0.0,0,0,28,2603,24,10,2,2.0,1,0.939286,1
0.0,0,0,37,3380,4,6,1,1.0,1,0.9234538,1
0.0,0,0,29,3990,36,5,3,1.0,1,0.39165232,0
0.0,0,0,23,11560,24,10,1,2.0,0,0.059186537,0
1.0,1,0,35,4380,18,6,3,1.0,1,0.7295581,1
1.0,1,0,45,6761,6,6,1,1.0,1,0.86165196,1
0.0,0,0,26,4280,30,1,4,2.0,0,0.04893343,0
1.0,1,0,32,2325,24,6,2,1.0,1,0.8252279,1
1.0,1,0,23,1048,10,3,4,1.0,1,0.8630691,1
1.0,1,0,41,3160,21,3,4,1.0,1,0.8849097,1
1.0,1,0,22,2483,24,4,4,1.0,1,0.75710094,1
1.0,1,0,30,14179,39,4,4,1.0,1,0.69505364,1
1.0,1,0,28,1797,13,1,3,1.0,1,0.92186993,1
0.0,0,1,23,2511,15,6,1,2.0,1,0.9540818,1
0.0,0,0,37,1274,12,6,3,1.0,0,0.77122396,1
1.0,1,0,26,5248,21,10,1,1.0,1,0.9915185,1
1.0,1,0,33,3029,15,10,2,1.0,1,0.9947351,1
0.0,0,0,49,428,6,4,2,1.0,1,0.97596735,1
0.0,0,0,23,976,18,6,1,1.0,0,0.9019038,1
0.0,0,0,23,841,12,1,2,2.0,1,0.94394594,1
0.0,0,0,25,5771,30,3,4,1.0,1,0.6804833,1
1.0,1,0,55,1555,12,8,4,3.0,0,0.8819169,1
0.0,0,0,32,1285,24,6,4,2.0,0,0.2395922,0
1.0,1,0,74,1299,6,6,1,1.0,1,0.99968857,1
1.0,1,0,39,1271,15,3,3,3.0,0,0.91389537,1
1.0,1,0,31,1393,24,6,2,1.0,1,0.80264425,1
1.0,1,0,35,691,12,6,4,1.0,0,0.45403615,0
0.0,0,0,59,5045,15,6,1,1.0,1,0.89509135,1
0.0,0,0,24,2124,18,4,4,2.0,0,0.44118077,0
1.0,1,0,24,2214,12,3,4,1.0,1,0.8801641,1
1.0,1,0,30,12680,21,6,4,3.0,0,0.03955535,0
1.0,0,0,27,2463,24,6,4,1.0,1,0.43969828,0
1.0,0,0,40,1155,12,3,3,1.0,1,0.87646437,1
1.0,0,0,31,3108,30,4,2,1.0,0,0.55197394,1
0.0,0,0,31,2901,10,10,1,2.0,1,0.9454399,1
1.0,1,0,28,3617,12,4,1,2.0,1,0.8144816,1
1.0,1,0,63,1655,12,3,2,1.0,1,0.99173677,1
0.0,0,0,26,2812,24,10,2,2.0,1,0.9298089,1
0.0,0,0,25,8065,36,2,3,1.0,0,0.42032224,0
1.0,1,0,36,3275,21,10,1,1.0,1,0.99887085,1
1.0,1,0,52,2223,24,3,4,1.0,1,0.89104,1
1.0,1,1,66,1480,12,6,2,3.0,1,0.9885698,1
0.0,0,0,25,1371,24,6,4,2.0,0,0.15085433,0
1.0,1,0,37,3535,36,6,4,1.0,1,0.5699395,1
0.0,0,0,25,3509,18,3,4,1.0,1,0.74726063,1
1.0,1,0,38,5711,36,10,4,1.0,1,0.8877912,1
0.0,0,1,67,3872,18,8,2,1.0,1,0.98177546,1
1.0,1,0,25,4933,39,3,2,1.0,0,0.6318075,1
1.0,1,0,60,1940,24,6,4,1.0,1,0.69096535,1
1.0,1,0,31,1410,12,9,2,1.0,1,0.98923475,1
0.0,0,0,23,836,12,6,4,1.0,0,0.4594002,0
1.0,0,1,60,6468,20,10,1,1.0,1,0.9988837,1
1.0,1,0,35,1941,18,1,4,1.0,1,0.8619534,1
1.0,1,0,40,2675,22,3,3,1.0,1,0.79006803,1
1.0,1,0,38,2751,48,10,4,1.0,1,0.8549731,1
1.0,1,0,50,6224,48,2,4,3.0,0,0.003995539,0
1.0,1,0,27,5998,40,2,4,1.0,0,0.37692192,0
0.0,0,0,39,1188,21,1,2,1.0,0,0.85751724,1
1.0,1,0,41,6313,24,10,3,1.0,1,0.9478502,1
1.0,0,0,27,1221,6,4,1,1.0,1,0.9198655,1
1.0,0,0,51,2892,24,4,3,3.0,1,0.8324685,1
1.0,1,0,32,3062,24,4,4,2.0,1,0.6621101,1
0.0,0,0,22,2301,9,4,2,2.0,1,0.57451,1
1.0,1,0,51,7511,18,10,1,3.0,0,0.46293306,0
0.0,0,0,22,1258,12,4,2,2.0,1,0.5024374,1
1.0,0,0,54,717,24,6,4,1.0,1,0.59206676,1
1.0,1,0,35,1549,9,6,4,1.0,1,0.5749197,1
1.0,1,0,54,1597,24,2,4,3.0,1,0.07760627,0
0.0,0,0,48,1795,18,3,3,2.0,1,0.9375142,1
0.0,0,0,24,4272,20,4,1,1.0,1,0.57544047,1
1.0,1,0,35,976,12,3,4,1.0,1,0.8956752,1
0.0,0,1,24,7472,12,6,1,2.0,1,0.91324466,1
1.0,1,0,24,9271,36,6,2,1.0,0,0.34682757,0
1.0,0,0,26,590,6,3,3,1.0,1,0.82099307,1
1.0,1,0,65,930,12,3,4,1.0,1,0.9888856,1
1.0,1,1,55,9283,42,10,1,3.0,1,0.9782991,1
0.0,0,0,26,1778,15,6,2,2.0,0,0.55253655,1
1.0,0,0,26,907,8,1,3,1.0,1,0.8860364,1
1.0,0,0,28,484,6,3,3,1.0,1,0.84235674,1
1.0,1,0,24,9629,36,10,4,1.0,0,0.5967202,1
1.0,1,0,54,3051,48,5,3,1.0,0,0.6147901,1
1.0,1,0,46,3931,48,6,4,3.0,0,0.12952022,0
0.0,0,0,54,7432,36,6,2,2.0,1,0.7197422,1
1.0,0,0,62,1338,6,5,1,1.0,1,0.9930383,1
0.0,0,0,24,1554,6,3,1,2.0,1,0.96646225,1
1.0,0,1,43,15857,36,7,2,1.0,1,0.73490584,1
1.0,0,0,26,1345,18,3,4,1.0,0,0.7018498,1
1.0,0,0,27,1101,12,6,3,1.0,1,0.5672071,1
1.0,0,0,24,3016,12,3,3,1.0,1,0.8086051,1
1.0,1,0,41,2712,36,4,2,1.0,0,0.7122915,1
1.0,1,0,47,731,8,6,4,1.0,1,0.75397503,1
1.0,0,0,35,3780,18,4,3,1.0,1,0.70173556,1
1.0,0,0,30,1602,21,6,4,1.0,1,0.43403152,0
0.0,0,0,33,3966,18,6,1,2.0,0,0.6678157,1
1.0,1,0,36,4165,18,1,2,1.0,0,0.50221854,1
1.0,1,0,47,8335,36,10,3,3.0,0,0.44531077,0
1.0,1,0,38,6681,48,1,4,3.0,1,0.00016370833,0
1.0,1,0,44,2375,24,1,4,1.0,1,0.6995539,1
0.0,0,0,23,1216,18,6,4,2.0,0,0.19826764,0
1.0,1,0,29,11816,45,1,2,2.0,0,0.020945126,0
0.0,0,0,42,5084,24,3,2,1.0,1,0.67656904,1
0.0,0,0,25,2327,15,3,2,1.0,0,0.6518026,1
1.0,1,0,48,1082,12,6,4,1.0,0,0.664233,1
0.0,0,0,21,886,12,3,4,1.0,1,0.6957241,1
0.0,0,0,23,601,4,4,1,2.0,1,0.9569854,1
1.0,1,0,63,2957,24,10,4,1.0,1,0.87956667,1
1.0,0,0,46,2611,24,3,4,1.0,1,0.79204804,1
1.0,1,0,29,5179,36,4,4,1.0,0,0.7030189,1
1.0,1,0,28,2993,21,10,3,1.0,1,0.95732415,1
0.0,0,0,23,1943,18,8,4,1.0,0,0.5445992,1
1.0,1,0,50,1559,24,1,4,1.0,1,0.6820363,1
1.0,1,0,47,3422,18,4,4,1.0,1,0.8474742,1
1.0,1,0,35,3976,21,4,2,1.0,1,0.76701987,1
